county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Marin County ,2020-06-02,190,116,44,7,0
Mariposa County,2020-06-02,44,10,0,0,0
Mendocino County,2020-06-02,187,147,0,0,0
Merced County,2020-06-02,112,74,0,0,0
Modoc County,2020-06-02,5,0,0,0,0
Mono County,2020-06-02,5,0,0,0,0
Monterey County,2020-06-02,142,98,108,15,8
Napa County ,2020-06-02,97,49,18,12,0
Nevada County ,2020-06-02,70,10,0,0,0
Orange County,2020-06-02,666,481,78,78,0
Placer County,2020-06-02,73,40,12,12,0
Plumas County,2020-06-02,14,14,0,0,0
Riverside County,2020-06-02,342,342,15,15,0
Sacramento County,2020-06-02,423,390,63,63,0
San Benito County,2020-06-02,67,59,3,3,0
San Bernardino County,2020-06-02,50,37,20,0,20
San Diego County,2020-06-02,1617,273,44,44,0
San Francisco,2020-06-02,2253,1176,91,91,0
San Joaquin County,2020-06-02,76,54,8,8,0
San Luis Obispo County,2020-06-02,155,0,14,14,0
San Mateo County,2020-06-02,163,163,0,0,0
Santa Barbara County,2020-06-02,132,130,0,0,0
Santa Clara County,2020-06-02,649,456,105,105,0
Santa Cruz County,2020-06-02,118,108,35,0,5
Shasta County,2020-06-02,35,27,0,0,0
Sierra County,2020-06-02,0,0,0,0,0
Siskiyou County,2020-06-02,0,0,6,6,0
Solano County,2020-06-02,203,66,0,0,0
Sonoma County,2020-06-02,157,52,0,0,0
Stanislaus County,2020-06-02,122,97,0,0,0
Sutter County,2020-06-02,19,19,5,5,0
Tehama County,2020-06-02,0,0,5,5,0
Trinity County,2020-06-02,10,0,0,0,0
Tulare County,2020-06-02,113,55,0,0,0
Tuolumne County,2020-06-02,50,34,0,0,0
Ventura County,2020-06-02,388,312,0,0,0
Yolo County,2020-06-02,245,216,0,0,0
Yuba County,2020-06-02,28,16,5,5,0
Wilton Rancheria Tribe,2020-06-02,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-02,0,0,5,5,0
Alameda County,2020-06-03,533,421,91,91,0
Alpine County,2020-06-03,0,0,0,0,0
Amador County,2020-06-03,0,0,0,0,0
Butte County,2020-06-03,122,122,0,0,0
Calaveras County,2020-06-03,73,25,0,0,0
Colusa County,2020-06-03,0,0,0,0,0
Contra Costa County,2020-06-03,567,421,0,0,0
Del Norte County,2020-06-03,20,14,0,0,0
El Dorado County,2020-06-03,26,17,0,0,0
Fresno County,2020-06-03,305,250,28,28,0
Glenn County,2020-06-03,1,1,0,0,0
Humboldt County,2020-06-03,74,44,15,7,0
Imperial County,2020-06-03,126,93,37,10,0
Inyo County,2020-06-03,10,1,0,0,0
Kern County,2020-06-03,1,15,15,15,0
Kings County,2020-06-03,41,41,0,0,0
Lake County,2020-06-03,15,9,0,0,0
Lassen County,2020-06-03,3,3,0,0,0
Los Angeles County,2020-06-03,4320,3312,651,651,0
Madera County ,2020-06-03,17,17,0,0,0
Marin County ,2020-06-03,190,123,44,7,0
Mariposa County,2020-06-03,44,10,0,0,0
Mendocino County,2020-06-03,187,147,0,0,0
Merced County,2020-06-03,112,74,0,0,0
Modoc County,2020-06-03,5,0,0,0,0
Mono County,2020-06-03,5,0,0,0,0
Monterey County,2020-06-03,142,98,108,15,8
Napa County ,2020-06-03,97,49,18,12,0
Nevada County ,2020-06-03,70,10,0,0,0
Orange County,2020-06-03,666,477,78,78,0
Placer County,2020-06-03,73,40,12,12,0
Plumas County,2020-06-03,14,14,0,0,0
Riverside County,2020-06-03,350,350,15,15,0
Sacramento County,2020-06-03,423,397,63,63,0
San Benito County,2020-06-03,67,59,3,3,0
San Bernardino County,2020-06-03,50,37,20,0,20
San Diego County,2020-06-03,1617,268,44,44,0
San Francisco,2020-06-03,2253,1200,91,91,0
San Joaquin County,2020-06-03,76,54,8,8,0
San Luis Obispo County,2020-06-03,155,0,14,14,0
San Mateo County,2020-06-03,164,164,0,0,0
Santa Barbara County,2020-06-03,129,126,0,0,0
Santa Clara County,2020-06-03,674,462,105,105,0
Santa Cruz County,2020-06-03,118,107,35,0,5
Shasta County,2020-06-03,35,27,0,0,0
Sierra County,2020-06-03,0,0,0,0,0
Siskiyou County,2020-06-03,0,0,6,6,0
Solano County,2020-06-03,203,66,0,0,0
Sonoma County,2020-06-03,157,52,0,0,0
Stanislaus County,2020-06-03,123,96,0,0,0
Sutter County,2020-06-03,19,19,5,5,0
Tehama County,2020-06-03,0,0,5,5,0
Trinity County,2020-06-03,10,0,0,0,0
Tulare County,2020-06-03,113,56,0,0,0
Tuolumne County,2020-06-03,50,34,0,0,0
Ventura County,2020-06-03,388,312,0,0,0
Yolo County,2020-06-03,245,211,0,0,0
Yuba County,2020-06-03,28,16,5,5,0
Wilton Rancheria Tribe,2020-06-03,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-03,0,0,5,5,0
Alameda County,2020-06-04,533,421,91,91,0
Alpine County,2020-06-04,0,0,0,0,0
Amador County,2020-06-04,0,0,0,0,0
Butte County,2020-06-04,122,122,0,0,0
Calaveras County,2020-06-04,73,25,0,0,0
Colusa County,2020-06-04,0,0,0,0,0
Contra Costa County,2020-06-04,568,429,0,0,0
Del Norte County,2020-06-04,20,14,0,0,0
El Dorado County,2020-06-04,26,17,0,0,0
Fresno County,2020-06-04,305,250,28,28,0
Glenn County,2020-06-04,1,1,0,0,0
Humboldt County,2020-06-04,74,47,15,7,0
Imperial County,2020-06-04,126,96,37,10,0
Inyo County,2020-06-04,10,1,0,0,0
Kern County,2020-06-04,1,15,15,15,0
Kings County,2020-06-04,41,40,0,0,0
Lake County,2020-06-04,15,9,0,0,0
Lassen County,2020-06-04,3,3,0,0,0
Los Angeles County,2020-06-04,4320,3345,651,651,0
Madera County ,2020-06-04,17,17,0,0,0
Marin County ,2020-06-04,195,131,44,7,0
Mariposa County,2020-06-04,44,10,0,0,0
Mendocino County,2020-06-04,180,141,0,0,0
Merced County,2020-06-04,112,74,0,0,0
Modoc County,2020-06-04,5,0,0,0,0
Mono County,2020-06-04,5,0,0,0,0
Monterey County,2020-06-04,142,98,108,15,8
Napa County ,2020-06-04,97,49,18,12,0
Nevada County ,2020-06-04,70,10,0,0,0
Orange County,2020-06-04,666,475,78,78,0
Placer County,2020-06-04,73,40,12,12,0
Plumas County,2020-06-04,8,8,0,0,0
Riverside County,2020-06-04,355,355,15,15,0
Sacramento County,2020-06-04,423,397,63,63,0
San Benito County,2020-06-04,97,70,3,3,0
San Bernardino County,2020-06-04,50,37,20,0,20
San Diego County,2020-06-04,1617,268,44,44,0
San Francisco,2020-06-04,2253,1223,91,91,0
San Joaquin County,2020-06-04,76,58,8,8,0
San Luis Obispo County,2020-06-04,155,0,14,14,0
San Mateo County,2020-06-04,165,165,0,0,0
Santa Barbara County,2020-06-04,128,124,0,0,0
Santa Clara County,2020-06-04,674,462,105,105,0
Santa Cruz County,2020-06-04,118,107,35,0,5
Shasta County,2020-06-04,35,27,0,0,0
Sierra County,2020-06-04,0,0,0,0,0
Siskiyou County,2020-06-04,0,0,6,6,0
Solano County,2020-06-04,203,74,0,0,0
Sonoma County,2020-06-04,157,52,0,0,0
Stanislaus County,2020-06-04,123,96,0,0,0
Sutter County,2020-06-04,19,19,5,5,0
Tehama County,2020-06-04,0,0,5,5,0
Trinity County,2020-06-04,10,0,0,0,0
Tulare County,2020-06-04,113,58,0,0,0
Tuolumne County,2020-06-04,50,34,0,0,0
Ventura County,2020-06-04,388,314,0,0,0
Yolo County,2020-06-04,245,212,0,0,0
Yuba County,2020-06-04,15,15,5,5,0
Wilton Rancheria Tribe,2020-06-04,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-04,0,0,5,5,0
Alameda County,2020-06-05,533,415,91,91,0
Alpine County,2020-06-05,0,0,0,0,0
Amador County,2020-06-05,0,0,0,0,0
Butte County,2020-06-05,122,122,0,0,0
Calaveras County,2020-06-05,73,25,0,0,0
Colusa County,2020-06-05,0,0,0,0,0
Contra Costa County,2020-06-05,568,437,0,0,0
Del Norte County,2020-06-05,20,16,0,0,0
El Dorado County,2020-06-05,26,17,0,0,0
Fresno County,2020-06-05,305,250,28,28,0
Glenn County,2020-06-05,1,1,0,0,0
Humboldt County,2020-06-05,74,46,15,7,0
Imperial County,2020-06-05,126,100,37,10,0
Inyo County,2020-06-05,10,1,0,0,0
Kern County,2020-06-05,1,15,15,15,0
Kings County,2020-06-05,41,40,0,0,0
Lake County,2020-06-05,15,9,0,0,0
Lassen County,2020-06-05,3,3,0,0,0
Los Angeles County,2020-06-05,4320,3381,651,651,0
Madera County ,2020-06-05,17,17,0,0,0
Marin County ,2020-06-05,195,129,44,7,0
Mariposa County,2020-06-05,44,10,0,0,0
Mendocino County,2020-06-05,184,145,0,0,0
Merced County,2020-06-05,112,74,0,0,0
Modoc County,2020-06-05,5,0,0,0,0
Mono County,2020-06-05,5,0,0,0,0
Monterey County,2020-06-05,142,98,108,15,8
Napa County ,2020-06-05,97,49,18,12,0
Nevada County ,2020-06-05,70,10,0,0,0
Orange County,2020-06-05,666,492,78,78,0
Placer County,2020-06-05,73,40,12,12,0
Plumas County,2020-06-05,8,8,0,0,0
Riverside County,2020-06-05,365,365,15,15,0
Sacramento County,2020-06-05,423,397,63,63,0
San Benito County,2020-06-05,97,70,3,3,0
San Bernardino County,2020-06-05,50,37,20,0,20
San Diego County,2020-06-05,1617,265,44,44,0
San Francisco,2020-06-05,2253,1239,91,91,0
San Joaquin County,2020-06-05,76,57,8,8,0
San Luis Obispo County,2020-06-05,155,0,14,14,0
San Mateo County,2020-06-05,164,164,0,0,0
Santa Barbara County,2020-06-05,128,123,0,0,0
Santa Clara County,2020-06-05,674,459,105,105,0
Santa Cruz County,2020-06-05,149,121,35,0,5
Shasta County,2020-06-05,35,27,0,0,0
Sierra County,2020-06-05,0,0,0,0,0
Siskiyou County,2020-06-05,0,0,6,6,0
Solano County,2020-06-05,205,89,0,0,0
Sonoma County,2020-06-05,157,52,0,0,0
Stanislaus County,2020-06-05,125,93,0,0,0
Sutter County,2020-06-05,19,19,5,5,0
Tehama County,2020-06-05,0,0,5,5,0
Trinity County,2020-06-05,10,0,0,0,0
Tulare County,2020-06-05,113,67,0,0,0
Tuolumne County,2020-06-05,50,34,0,0,0
Ventura County,2020-06-05,388,313,0,0,0
Yolo County,2020-06-05,245,212,0,0,0
Yuba County,2020-06-05,15,15,5,5,0
Wilton Rancheria Tribe,2020-06-05,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-05,0,0,5,5,0
Alameda County,2020-06-08,652,442,91,91,0
Alpine County,2020-06-08,0,0,0,0,0
Amador County,2020-06-08,0,0,0,0,0
Butte County,2020-06-08,122,122,0,0,0
Calaveras County,2020-06-08,73,25,0,0,0
Colusa County,2020-06-08,0,0,0,0,0
Contra Costa County,2020-06-08,568,430,0,0,0
Del Norte County,2020-06-08,20,17,0,0,0
El Dorado County,2020-06-08,26,18,0,0,0
Fresno County,2020-06-08,305,250,28,28,0
Glenn County,2020-06-08,1,1,0,0,0
Humboldt County,2020-06-08,74,44,15,7,0
Imperial County,2020-06-08,126,102,37,10,0
Inyo County,2020-06-08,10,1,0,0,0
Kern County,2020-06-08,1,15,15,15,0
Kings County,2020-06-08,41,41,0,0,0
Lake County,2020-06-08,15,9,0,0,0
Lassen County,2020-06-08,3,3,0,0,0
Los Angeles County,2020-06-08,4320,3422,651,651,0
Madera County ,2020-06-08,17,17,0,0,0
Marin County ,2020-06-08,195,129,44,7,0
Mariposa County,2020-06-08,44,9,0,0,0
Mendocino County,2020-06-08,184,145,0,0,0
Merced County,2020-06-08,112,74,0,0,0
Modoc County,2020-06-08,5,0,0,0,0
Mono County,2020-06-08,5,0,0,0,0
Monterey County,2020-06-08,142,98,108,15,8
Napa County ,2020-06-08,97,49,18,12,0
Nevada County ,2020-06-08,70,10,0,0,0
Orange County,2020-06-08,666,503,78,78,0
Placer County,2020-06-08,73,40,12,12,0
Plumas County,2020-06-08,6,6,0,0,0
Riverside County,2020-06-08,365,365,15,15,0
Sacramento County,2020-06-08,423,397,63,63,0
San Benito County,2020-06-08,97,73,3,3,0
San Bernardino County,2020-06-08,50,37,20,0,20
San Diego County,2020-06-08,1617,250,44,44,0
San Francisco,2020-06-08,2253,1225,91,91,0
San Joaquin County,2020-06-08,76,60,8,8,0
San Luis Obispo County,2020-06-08,155,0,14,14,0
San Mateo County,2020-06-08,165,165,0,0,0
Santa Barbara County,2020-06-08,128,124,0,0,0
Santa Clara County,2020-06-08,674,450,105,105,0
Santa Cruz County,2020-06-08,149,122,35,0,5
Shasta County,2020-06-08,35,27,0,0,0
Sierra County,2020-06-08,0,0,0,0,0
Siskiyou County,2020-06-08,0,0,6,6,0
Solano County,2020-06-08,208,91,0,0,0
Sonoma County,2020-06-08,157,52,0,0,0
Stanislaus County,2020-06-08,128,95,0,0,0
Sutter County,2020-06-08,19,19,5,5,0
Tehama County,2020-06-08,0,0,5,5,0
Trinity County,2020-06-08,10,0,0,0,0
Tulare County,2020-06-08,113,68,0,0,0
Tuolumne County,2020-06-08,50,34,0,0,0
Ventura County,2020-06-08,388,315,0,0,0
Yolo County,2020-06-08,245,212,0,0,0
Yuba County,2020-06-08,15,15,5,5,0
Wilton Rancheria Tribe,2020-06-08,1,1,10,10,0
Bishop Paiute Tribal Council,2020-06-08,0,0,5,5,0
Alameda County,2020-06-09,652,436,91,91,0
Alpine County,2020-06-09,0,0,0,0,0
Amador County,2020-06-09,0,0,0,0,0
Butte County,2020-06-09,122,122,0,0,0
Calaveras County,2020-06-09,73,25,0,0,0
Colusa County,2020-06-09,0,0,0,0,0
Contra Costa County,2020-06-09,568,421,0,0,0
Del Norte County,2020-06-09,20,18,0,0,0
El Dorado County,2020-06-09,26,17,0,0,0
Fresno County,2020-06-09,305,250,28,28,0
Glenn County,2020-06-09,1,1,0,0,0
Humboldt County,2020-06-09,74,44,15,7,0
Imperial County,2020-06-09,126,102,37,10,0
Inyo County,2020-06-09,10,1,0,0,0
Kern County,2020-06-09,1,15,15,15,0
Kings County,2020-06-09,41,41,0,0,0
Lake County,2020-06-09,15,9,0,0,0
Lassen County,2020-06-09,6,6,0,0,0
Los Angeles County,2020-06-09,4320,3413,651,651,0
Madera County ,2020-06-09,17,17,0,0,0
Marin County ,2020-06-09,200,124,44,7,0
Mariposa County,2020-06-09,44,9,0,0,0
Mendocino County,2020-06-09,184,145,0,0,0
Merced County,2020-06-09,112,74,0,0,0
Modoc County,2020-06-09,2,0,0,0,0
Mono County,2020-06-09,5,0,0,0,0
Monterey County,2020-06-09,142,98,108,15,8
Napa County ,2020-06-09,97,49,18,12,0
Nevada County ,2020-06-09,70,10,0,0,0
Orange County,2020-06-09,666,489,78,78,0
Placer County,2020-06-09,73,47,12,12,0
Plumas County,2020-06-09,6,6,0,0,0
Riverside County,2020-06-09,363,363,15,15,0
Sacramento County,2020-06-09,423,397,63,63,0
San Benito County,2020-06-09,97,87,3,3,0
San Bernardino County,2020-06-09,50,37,20,0,20
San Diego County,2020-06-09,1617,246,44,44,0
San Francisco,2020-06-09,2253,1239,91,91,0
San Joaquin County,2020-06-09,76,60,8,8,0
San Luis Obispo County,2020-06-09,155,0,14,14,0
San Mateo County,2020-06-09,162,162,0,0,0
Santa Barbara County,2020-06-09,128,119,0,0,0
Santa Clara County,2020-06-09,674,455,105,105,0
Santa Cruz County,2020-06-09,149,126,35,0,5
Shasta County,2020-06-09,35,27,0,0,0
Sierra County,2020-06-09,0,0,0,0,0
Siskiyou County,2020-06-09,0,0,6,6,0
Solano County,2020-06-09,208,100,0,0,0
Sonoma County,2020-06-09,157,52,0,0,0
Stanislaus County,2020-06-09,128,92,0,0,0
Sutter County,2020-06-09,19,19,5,5,0
Tehama County,2020-06-09,0,0,5,5,0
Trinity County,2020-06-09,10,0,0,0,0
Tulare County,2020-06-09,113,77,0,0,0
Tuolumne County,2020-06-09,50,34,0,0,0
Ventura County,2020-06-09,388,310,0,0,0
Yolo County,2020-06-09,245,213,0,0,0
Yuba County,2020-06-09,15,15,5,5,0
Wilton Rancheria Tribe,2020-06-09,1,1,10,10,0
Bishop Paiute Tribal Council,2020-06-09,0,0,5,5,0
Alameda County,2020-06-10,652,395,91,91,0
Alpine County,2020-06-10,0,0,0,0,0
Amador County,2020-06-10,0,0,0,0,0
Butte County,2020-06-10,122,122,0,0,0
Calaveras County,2020-06-10,73,25,0,0,0
Colusa County,2020-06-10,0,0,0,0,0
Contra Costa County,2020-06-10,568,425,0,0,0
Del Norte County,2020-06-10,20,18,0,0,0
El Dorado County,2020-06-10,26,17,0,0,0
Fresno County,2020-06-10,305,250,28,28,0
Glenn County,2020-06-10,1,1,0,0,0
Humboldt County,2020-06-10,74,44,15,7,0
Imperial County,2020-06-10,126,102,37,10,0
Inyo County,2020-06-10,10,1,0,0,0
Kern County,2020-06-10,15,15,15,15,0
Kings County,2020-06-10,41,41,0,0,0
Lake County,2020-06-10,15,9,0,0,0
Lassen County,2020-06-10,3,3,0,0,0
Los Angeles County,2020-06-10,4320,3435,651,651,0
Madera County ,2020-06-10,17,17,0,0,0
Marin County ,2020-06-10,200,124,44,7,0
Mariposa County,2020-06-10,44,9,0,0,0
Mendocino County,2020-06-10,184,145,0,0,0
Merced County,2020-06-10,112,74,0,0,0
Modoc County,2020-06-10,2,0,0,0,0
Mono County,2020-06-10,5,0,0,0,0
Monterey County,2020-06-10,142,98,108,15,8
Napa County ,2020-06-10,97,49,18,12,0
Nevada County ,2020-06-10,70,10,0,0,0
Orange County,2020-06-10,666,489,78,78,0
Placer County,2020-06-10,73,47,12,12,0
Plumas County,2020-06-10,6,6,0,0,0
Riverside County,2020-06-10,374,374,15,15,0
Sacramento County,2020-06-10,525,401,63,63,0
San Benito County,2020-06-10,97,86,3,3,0
San Bernardino County,2020-06-10,50,37,20,0,20
San Diego County,2020-06-10,1617,247,44,44,0
San Francisco,2020-06-10,2253,1250,91,91,0
San Joaquin County,2020-06-10,76,62,8,8,0
San Luis Obispo County,2020-06-10,155,0,14,14,0
San Mateo County,2020-06-10,163,163,0,0,0
Santa Barbara County,2020-06-10,128,121,0,0,0
Santa Clara County,2020-06-10,674,450,105,105,0
Santa Cruz County,2020-06-10,149,127,35,0,5
Shasta County,2020-06-10,35,27,0,0,0
Sierra County,2020-06-10,0,0,0,0,0
Siskiyou County,2020-06-10,0,0,6,6,0
Solano County,2020-06-10,210,112,0,0,0
Sonoma County,2020-06-10,157,52,0,0,0
Stanislaus County,2020-06-10,127,91,0,0,0
Sutter County,2020-06-10,20,20,5,5,0
Tehama County,2020-06-10,0,0,5,5,0
Trinity County,2020-06-10,10,0,0,0,0
Tulare County,2020-06-10,113,77,0,0,0
Tuolumne County,2020-06-10,50,34,0,0,0
Ventura County,2020-06-10,388,302,0,0,0
Yolo County,2020-06-10,245,213,0,0,0
Yuba County,2020-06-10,12,12,5,5,0
Wilton Rancheria Tribe,2020-06-10,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-10,0,0,5,5,0
Alameda County,2020-06-11,652,395,91,91,0
Alpine County,2020-06-11,0,0,0,0,0
Amador County,2020-06-11,0,0,0,0,0
Butte County,2020-06-11,122,122,0,0,0
Calaveras County,2020-06-11,73,25,0,0,0
Colusa County,2020-06-11,0,0,0,0,0
Contra Costa County,2020-06-11,568,421,0,0,0
Del Norte County,2020-06-11,20,20,0,0,0
El Dorado County,2020-06-11,46,18,0,0,0
Fresno County,2020-06-11,305,250,28,28,0
Glenn County,2020-06-11,1,1,0,0,0
Humboldt County,2020-06-11,74,47,15,7,0
Imperial County,2020-06-11,126,104,37,10,0
Inyo County,2020-06-11,10,1,0,0,0
Kern County,2020-06-11,17,17,15,15,0
Kings County,2020-06-11,41,41,0,0,0
Lake County,2020-06-11,15,9,0,0,0
Lassen County,2020-06-11,3,3,0,0,0
Los Angeles County,2020-06-11,4320,3466,651,651,0
Madera County ,2020-06-11,17,17,0,0,0
Marin County ,2020-06-11,200,127,44,7,0
Mariposa County,2020-06-11,44,9,0,0,0
Mendocino County,2020-06-11,182,139,0,0,0
Merced County,2020-06-11,112,74,0,0,0
Modoc County,2020-06-11,2,0,0,0,0
Mono County,2020-06-11,5,0,0,0,0
Monterey County,2020-06-11,142,98,108,15,8
Napa County ,2020-06-11,97,49,18,12,0
Nevada County ,2020-06-11,70,10,0,0,0
Orange County,2020-06-11,666,505,78,78,0
Placer County,2020-06-11,73,47,12,12,0
Plumas County,2020-06-11,6,6,0,0,0
Riverside County,2020-06-11,376,376,15,15,0
Sacramento County,2020-06-11,525,401,63,63,0
San Benito County,2020-06-11,97,90,3,3,0
San Bernardino County,2020-06-11,50,37,20,0,20
San Diego County,2020-06-11,1617,248,44,44,0
San Francisco,2020-06-11,2253,1274,91,91,0
San Joaquin County,2020-06-11,76,62,8,8,0
San Luis Obispo County,2020-06-11,155,0,14,14,0
San Mateo County,2020-06-11,164,164,0,0,0
Santa Barbara County,2020-06-11,126,120,0,0,0
Santa Clara County,2020-06-11,674,455,105,105,0
Santa Cruz County,2020-06-11,149,126,35,0,5
Shasta County,2020-06-11,35,27,0,0,0
Sierra County,2020-06-11,0,0,0,0,0
Siskiyou County,2020-06-11,0,0,6,6,0
Solano County,2020-06-11,211,119,0,0,0
Sonoma County,2020-06-11,157,52,0,0,0
Stanislaus County,2020-06-11,126,90,0,0,0
Sutter County,2020-06-11,20,20,5,5,0
Tehama County,2020-06-11,0,0,5,5,0
Trinity County,2020-06-11,10,0,0,0,0
Tulare County,2020-06-11,113,78,0,0,0
Tuolumne County,2020-06-11,50,34,0,0,0
Ventura County,2020-06-11,388,302,0,0,0
Yolo County,2020-06-11,245,201,0,0,0
Yuba County,2020-06-11,12,12,5,5,0
Wilton Rancheria Tribe,2020-06-11,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-11,0,0,5,5,0
Alameda County,2020-06-12,652,412,91,91,0
Alpine County,2020-06-12,0,0,0,0,0
Amador County,2020-06-12,0,0,0,0,0
Butte County,2020-06-12,122,122,0,0,0
Calaveras County,2020-06-12,73,31,0,0,0
Colusa County,2020-06-12,0,0,0,0,0
Contra Costa County,2020-06-12,568,433,0,0,0
Del Norte County,2020-06-12,25,23,0,0,0
El Dorado County,2020-06-12,46,20,0,0,0
Fresno County,2020-06-12,305,250,28,28,0
Glenn County,2020-06-12,1,1,0,0,0
Humboldt County,2020-06-12,74,47,15,7,0
Imperial County,2020-06-12,126,107,37,10,0
Inyo County,2020-06-12,10,1,0,0,0
Kern County,2020-06-12,17,17,15,15,0
Kings County,2020-06-12,41,41,0,0,0
Lake County,2020-06-12,15,9,0,0,0
Lassen County,2020-06-12,2,2,0,0,0
Los Angeles County,2020-06-12,4320,3489,651,651,0
Madera County ,2020-06-12,17,17,0,0,0
Marin County ,2020-06-12,200,127,44,7,0
Mariposa County,2020-06-12,44,8,0,0,0
Mendocino County,2020-06-12,177,139,0,0,0
Merced County,2020-06-12,112,74,0,0,0
Modoc County,2020-06-12,2,1,0,0,0
Mono County,2020-06-12,5,0,0,0,0
Monterey County,2020-06-12,142,98,108,15,8
Napa County ,2020-06-12,97,49,18,12,0
Nevada County ,2020-06-12,70,10,0,0,0
Orange County,2020-06-12,666,511,78,78,0
Placer County,2020-06-12,73,47,12,12,0
Plumas County,2020-06-12,5,5,0,0,0
Riverside County,2020-06-12,376,376,15,15,0
Sacramento County,2020-06-12,525,401,63,63,0
San Benito County,2020-06-12,97,70,3,3,0
San Bernardino County,2020-06-12,50,37,20,0,20
San Diego County,2020-06-12,1617,247,44,44,0
San Francisco,2020-06-12,2253,1291,91,91,0
San Joaquin County,2020-06-12,76,62,8,8,0
San Luis Obispo County,2020-06-12,155,0,14,14,0
San Mateo County,2020-06-12,164,164,0,0,0
Santa Barbara County,2020-06-12,131,125,0,0,0
Santa Clara County,2020-06-12,674,456,105,105,0
Santa Cruz County,2020-06-12,149,126,35,0,5
Shasta County,2020-06-12,35,27,0,0,0
Sierra County,2020-06-12,0,0,0,0,0
Siskiyou County,2020-06-12,0,0,6,6,0
Solano County,2020-06-12,211,119,0,0,0
Sonoma County,2020-06-12,157,52,0,0,0
Stanislaus County,2020-06-12,128,91,0,0,0
Sutter County,2020-06-12,20,20,5,5,0
Tehama County,2020-06-12,0,0,5,5,0
Trinity County,2020-06-12,10,0,0,0,0
Tulare County,2020-06-12,113,78,0,0,0
Tuolumne County,2020-06-12,50,34,0,0,0
Ventura County,2020-06-12,388,311,0,0,0
Yolo County,2020-06-12,227,191,0,0,0
Yuba County,2020-06-12,12,12,5,5,0
Wilton Rancheria Tribe,2020-06-12,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-12,0,0,5,5,0
Alameda County,2020-06-15,652,422,91,91,0
Alpine County,2020-06-15,0,0,0,0,0
Amador County,2020-06-15,0,0,0,0,0
Butte County,2020-06-15,123,123,0,0,0
Calaveras County,2020-06-15,73,31,0,0,0
Colusa County,2020-06-15,0,0,0,0,0
Contra Costa County,2020-06-15,568,440,0,0,0
Del Norte County,2020-06-15,25,25,0,0,0
El Dorado County,2020-06-15,46,20,0,0,0
Fresno County,2020-06-15,305,250,28,28,0
Glenn County,2020-06-15,1,1,0,0,0
Humboldt County,2020-06-15,74,47,15,7,0
Imperial County,2020-06-15,126,107,37,10,0
Inyo County,2020-06-15,10,1,0,0,0
Kern County,2020-06-15,19,19,15,15,0
Kings County,2020-06-15,41,41,0,0,0
Lake County,2020-06-15,15,9,0,0,0
Lassen County,2020-06-15,3,3,0,0,0
Los Angeles County,2020-06-15,4320,3502,651,651,0
Madera County ,2020-06-15,17,17,0,0,0
Marin County ,2020-06-15,200,127,44,7,0
Mariposa County,2020-06-15,44,10,0,0,0
Mendocino County,2020-06-15,177,139,0,0,0
Merced County,2020-06-15,112,74,0,0,0
Modoc County,2020-06-15,2,1,0,0,0
Mono County,2020-06-15,5,0,0,0,0
Monterey County,2020-06-15,142,98,108,15,8
Napa County ,2020-06-15,119,50,18,12,0
Nevada County ,2020-06-15,70,10,0,0,0
Orange County,2020-06-15,666,521,78,78,0
Placer County,2020-06-15,73,44,12,12,0
Plumas County,2020-06-15,5,5,0,0,0
Riverside County,2020-06-15,377,377,15,15,0
Sacramento County,2020-06-15,525,417,63,63,0
San Benito County,2020-06-15,97,62,3,3,0
San Bernardino County,2020-06-15,50,37,20,0,20
San Diego County,2020-06-15,1617,245,44,44,0
San Francisco,2020-06-15,2253,1295,91,91,0
San Joaquin County,2020-06-15,76,65,8,8,0
San Luis Obispo County,2020-06-15,155,0,14,14,0
San Mateo County,2020-06-15,165,165,0,0,0
Santa Barbara County,2020-06-15,121,112,0,0,0
Santa Clara County,2020-06-15,674,456,105,105,0
Santa Cruz County,2020-06-15,149,129,35,0,5
Shasta County,2020-06-15,35,27,0,0,0
Sierra County,2020-06-15,0,0,0,0,0
Siskiyou County,2020-06-15,0,0,6,6,0
Solano County,2020-06-15,220,134,0,0,0
Sonoma County,2020-06-15,157,52,0,0,0
Stanislaus County,2020-06-15,128,91,0,0,0
Sutter County,2020-06-15,20,20,5,5,0
Tehama County,2020-06-15,0,0,5,5,0
Trinity County,2020-06-15,10,0,0,0,0
Tulare County,2020-06-15,113,78,0,0,0
Tuolumne County,2020-06-15,50,34,0,0,0
Ventura County,2020-06-15,388,299,0,0,0
Yolo County,2020-06-15,227,193,0,0,0
Yuba County,2020-06-15,12,12,5,5,0
Wilton Rancheria Tribe,2020-06-15,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-15,0,0,5,5,0
Alameda County,2020-06-16,652,420,91,91,0
Alpine County,2020-06-16,0,0,0,0,0
Amador County,2020-06-16,0,0,0,0,0
Butte County,2020-06-16,122,122,0,0,0
Calaveras County,2020-06-16,73,31,0,0,0
Colusa County,2020-06-16,0,0,0,0,0
